areaCode,lat,long,Country,Source
726,29.42412,-98.49363,US,Npas analysis - overlays of existing area codes in https://github.com/ravisorg/Area-Code-Geolocation-Database
727,28.006899,-82.736329,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
731,35.61452,-88.81395,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
732,40.42072143,-74.32367929,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
734,42.25120273,-83.41347636,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
737,30.359314,-97.772174,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
740,39.74919875,-82.66145,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
743,35.986358,-79.858592,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
747,34.186115,-118.4355433,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
754,26.14313842,-80.20192526,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
757,36.87017143,-76.31351429,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
760,33.6695681,-116.7581124,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
762,33.63948429,-83.94034,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
763,45.09851444,-93.35914889,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
765,40.28916857,-85.93796143,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
769,32.19705429,-89.96107286,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
770,33.8336605,-84.3569235,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
772,27.37194,-80.3461,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
773,41.88475,-88.20396,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
774,42.00699273,-71.22419455,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
775,38.6091575,-118.82945,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
778,50.3371798,-122.2148216,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
779,42.05086917,-88.6227275,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
780,53.9300256,-113.8699808,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
781,42.38921565,-71.10036565,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
782,45.0743675,-63.865825,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
785,38.984614,-96.88463,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
786,25.74041704,-80.35898037,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
801,40.65385643,-111.8801921,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
802,44.363525,-72.873175,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
